,posterior_g1,posterior_g2,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,0.7068173,-0.23548694,0.05,0.29065757989883423,13.390603065490723,2.8916972
1,0.5878158,0.13644904,0.027365831658244133,0.31087350845336914,12.466082572937012,2.89995
2,0.1824352,1.3236196,0.08285834640264511,0.32404598593711853,12.224629402160645,2.7649019
3,-0.57773894,0.31557047,0.05,0.05,1.05,8.452502
4,0.2622941,-0.41481394,0.011816736310720444,0.4552858769893646,12.410289764404297,2.9034183
5,-0.6154851,-0.83954567,0.05,0.05,1.082024097442627,8.475678
6,0.17519054,1.1268287,0.05353739485144615,0.3022913634777069,14.212018013000488,2.681204
7,0.01588751,-0.57245916,0.05,0.05,1.05,7.637247
8,-0.6255623,0.6048413,0.05,0.05,1.05,9.150621
9,0.34041137,-1.8425488,0.05,0.05,1.05,8.650921
10,0.3178704,0.58046687,0.05,0.22434356808662415,9.558297157287598,2.3443377
11,0.6267721,-0.5616287,0.05,0.3305426836013794,11.296899795532227,2.8545387
12,-0.5908651,0.04875648,0.05,0.05,1.109496831893921,6.167101
13,0.7999247,-0.3035782,0.023124147206544876,0.31000611186027527,9.292367935180664,2.8074827
14,0.039451674,0.1767259,0.0283250380307436,0.3783029019832611,10.430928230285645,2.7588067
15,0.5911316,-0.23039822,0.06774696707725525,0.34250766038894653,11.975593566894531,2.5611918
16,0.11340906,-0.0018330582,0.14787715673446655,0.39819198846817017,9.200128555297852,2.8998141
17,-0.4378772,-0.12383615,0.05,0.05,1.05,9.80203
18,0.29418704,0.6756184,0.009771643206477165,0.3176904022693634,14.844738960266113,2.881153
19,-1.1898421,0.4306786,0.05,0.05,1.0175516605377197,9.270696
20,0.47765902,-0.13510539,0.05,0.3339751958847046,9.467325210571289,2.8982031
21,0.4469922,0.24876288,0.043769605457782745,0.31670355796813965,9.506357192993164,2.8724442
22,0.21706285,-0.32256973,0.1427144706249237,0.4361858069896698,11.084831237792969,2.8922892
23,0.30564922,-0.101055786,0.05728675425052643,0.41988134384155273,11.881888389587402,2.8979495
24,0.20444916,-0.02086185,0.06238250434398651,0.42719152569770813,10.675793647766113,2.8879402
25,0.21476537,-1.379229,0.05,0.05,1.05,8.063954
26,1.0363743,0.23962596,0.07182123512029648,0.28150734305381775,10.701943397521973,2.6644607
27,1.1335264,-0.35793185,0.053889960050582886,0.31019097566604614,11.295351028442383,2.8350756
28,0.25974053,-0.4722421,0.05,0.26215511560440063,1.05,2.933397
